data_source,time_scale,time_id,k,theta,num_matches,mdd,med,dist90,log_like,iteration
simulation_subsample,annual,2012,-1.58881670765862,1.10373524309362,3,4.30313407971058,3.095,9.7475,-103.385043105157,387
simulation_subsample,annual,2013,-2.37273815113155,5,15,5.18283470222665,4.9415,9.7007,-476.293514288409,387
simulation_subsample,annual,2014,-2.32159754143229,5,13,4.92444479703654,4.6951,9.2171,-468.499454640538,387
simulation_subsample,total_years,2012-4,-2.3493874713043,5,31,5.06321403569663,4.8274,9.4768,-1141.45135443922,387
simulation_subsample,monsoonal,NEM,-2.36588128346091,4.54705029628692,31,5.16736033607366,4.8893,9.7373,-1034.71012652787,387
simulation_subsample,monsoonal,SWM,-2.33069137601704,5,0,4.96943112252166,4.738,9.3013,-109.481197148545,387
genetics,annual,2012,-3.39150387725208,4.77068946954787,2,14.3801143389807,13.6604,27.0029,-13.15456711529,387
genetics,annual,2013,-0.543585932807987,0.5545179461549,27,6.91910517885907,3.506,17.3011,-149.927913268661,387
genetics,annual,2014,4.96312643016395,0.176076561160342,12,846.384786230179,95.7158,1687.4425,-68.4590227411635,387
genetics,total_years,2012-4,0.277388135612497,0.398162475662276,41,14.0503896707223,5.4098,35.6666,-239.134890238693,387
genetics,monsoonal,NEM,-1.02427927025252,0.563430960953842,4,10.5749019050228,5.4181,26.4017,-20.3273839899795,387
genetics,monsoonal,SWM,-3.38565551498851,5,11,14.271570910519,13.6069,26.7121,-76.4380439023724,387
simulation,annual,2012,-1.75396262341973,1.27994941465806,165706,4.33502820073438,3.2754,9.5809,-1262389.72074756,388
simulation,annual,2013,-1.86924204869534,1.36144815880903,144387,4.60607074197356,3.5453,10.0771,-1222494.97895628,388
simulation,annual,2014,-1.67238405879622,1.21768030959799,152834,4.19473398229148,3.1197,9.3478,-1100470.24302972,388
simulation,total_years,2012-4,-1.77232018280889,1.28891169331139,462927,4.38683200062852,3.3216,9.6843,-3586377.52651607,388
simulation,monsoonal,NEM,-1.71851284717348,1.24869998042951,440264,4.2839500634069,3.2118,9.5069,-3048212.64515461,388
simulation,monsoonal,SWM,-1.98878331980598,1.47498329727638,22663,4.87657873798722,3.8388,10.5312,-536419.143669992,388
simulation_subsample,annual,2012,-0.651011491750048,0.762094249643196,3,3.11739675519094,1.9123,7.4926,-95.1502993173924,388
simulation_subsample,annual,2013,-2.34286055624188,5,17,5.03027448151627,4.796,9.4152,-467.967940458747,388
simulation_subsample,annual,2014,-2.31697531183445,5,12,4.90173540698232,4.6735,9.1746,-469.660516674972,388
simulation_subsample,total_years,2012-4,-2.32928440422942,5,32,4.96244418949317,4.7313,9.2882,-1127.12805130225,388
simulation_subsample,monsoonal,NEM,-2.3316181901106,5,32,4.97403899631429,4.7424,9.3099,-972.235468920903,388
simulation_subsample,monsoonal,SWM,-2.31201623994702,5,0,4.87748752192132,4.6503,9.1292,-154.796836824936,388
genetics,annual,2012,-3.28369202251699,3.56623698904043,3,13.1749971797351,12.1717,25.3442,-16.01569451824,388
genetics,annual,2013,0.368467528566755,0.412071188361329,16,10.5578295343213,4.2008,26.8072,-82.2884452682238,388
genetics,annual,2014,-3.39809841159053,5,9,14.4502599911185,13.7773,27.0466,-60.329685992505,388
genetics,total_years,2012-4,-3.35712843552394,5,28,13.8701969064115,13.2242,25.9609,-166.095649850125,388
genetics,monsoonal,NEM,0.64534638756914,0.391926601031217,9,10.6702349937503,4.0453,27.0785,-39.6152026496132,388
genetics,monsoonal,SWM,-3.39191662323671,5,10,14.361207078916,13.6924,26.8799,-63.0270379503079,388
simulation,annual,2012,-1.75209124133613,1.27913287916418,166128,4.32950488280584,3.2705,9.5697,-1261650.9596827,389
simulation,annual,2013,-1.87014274228234,1.36064434503691,145042,4.61250316655768,3.5496,10.0922,-1225321.26429188,389
simulation,annual,2014,-1.67244395478916,1.21701353932461,152523,4.19732855340201,3.121,9.3545,-1102209.09312112,389
simulation,total_years,2012-4,-1.77174833133012,1.28790931672564,463693,4.38747489944835,3.3213,9.6869,-3590236.62879024,389
simulation,monsoonal,NEM,-1.71849010237503,1.24825926330268,441074,4.28532842784274,3.2125,9.5105,-3054205.57846681,389
simulation,monsoonal,SWM,-1.98678733592247,1.47131102240793,22619,4.87568034844702,3.8355,10.5335,-534317.105412705,389
simulation_subsample,annual,2012,-0.361456847129259,0.692676483524176,3,2.92860410036884,1.7068,7.1348,-93.9190114776793,389
simulation_subsample,annual,2013,-2.32959542036914,5,17,4.9639878297646,4.7328,9.2911,-459.576664324567,389
simulation_subsample,annual,2014,-2.31964354146871,5,14,4.91483182701258,4.6859,9.1991,-469.134999198074,389
simulation_subsample,total_years,2012-4,-2.33175260850602,5,34,4.9747076435932,4.743,9.3112,-1126.70416073602,389
simulation_subsample,monsoonal,NEM,-2.33281540602215,5,33,4.9799975610779,4.7481,9.3211,-1016.85611674706,389
simulation_subsample,monsoonal,SWM,-2.32289413488195,5,1,4.93083394106965,4.7012,9.2291,-109.825480742211,389
genetics,annual,2012,-3.31419399476783,3.51278072016147,2,13.6051211290564,12.5475,26.2095,-11.8295815129232,389
genetics,annual,2013,-0.827648510677393,0.59150657156144,22,7.37177716673398,3.9027,18.3122,-117.679411352689,389
genetics,annual,2014,6.38852315322973,0.15,10,4824.31342608445,372.5136,8420.2852,-50.7599158643556,389
genetics,total_years,2012-4,0.543818389907611,0.366002425015762,34,18.103641876049,6.3995,45.8251,-188.97145387319,389
genetics,monsoonal,NEM,-0.351818294489104,0.49609431961823,8,8.81573595547418,4.1136,22.2418,-36.6885976967447,389
genetics,monsoonal,SWM,-3.38751325577606,5,10,14.2981084321879,13.6322,26.7618,-65.3337447863507,389
simulation,annual,2012,-1.74778275455859,1.27547411648425,165834,4.32248408342348,3.2623,9.5588,-1261273.42346588,390
simulation,annual,2013,-1.87312609695569,1.36379796039546,145019,4.61733308080011,3.5557,10.0989,-1224432.46050438,390
simulation,annual,2014,-1.67119031211991,1.21728163811433,152819,4.19112828839024,3.1167,9.3403,-1098975.33273921,390
simulation,total_years,2012-4,-1.77110815911197,1.28785097516942,463672,4.38485060603073,3.3193,9.6812,-3585789.60890572,390
simulation,monsoonal,NEM,-1.71690283218453,1.24737598852832,441111,4.28149075802907,3.2089,9.5031,-3052156.05781864,390
simulation,monsoonal,SWM,-1.99021422038529,1.47669441923559,22561,4.87946900554802,3.8423,10.5355,-531860.103088902,390
simulation_subsample,annual,2012,-1.16958388540131,0.919081581327825,3,3.66336392146921,2.4531,8.5523,-98.7901791585169,390
simulation_subsample,annual,2013,-2.30712445619026,3.12595209480795,15,5.04498497639257,4.5872,9.8346,-499.716146009206,390
simulation_subsample,annual,2014,-2.32931962535985,5,11,4.96261897546526,4.7315,9.2885,-473.043789353389,390
simulation_subsample,total_years,2012-4,-2.33793824398132,5,29,5.00557473955456,4.7725,9.3689,-1163.62140156668,390
simulation_subsample,monsoonal,NEM,-2.33592244465406,3.61613607025462,27,5.09936908417903,4.7183,9.7966,-1037.11995219045,390
simulation_subsample,monsoonal,SWM,-2.3353098595147,5,2,4.99243543979267,4.7599,9.3444,-133.352501999522,390
genetics,annual,2012,-3.27091208522067,3.5287648269354,3,13.0223774724383,12.0163,25.0759,-17.2649929059873,390
genetics,annual,2013,0.397541182830252,0.429807901982566,25,8.1789033139031,3.383,20.7596,-137.37765543775,390
genetics,annual,2014,2.02882954856692,0.250651408230854,9,107.311596150949,23.3213,254.698,-48.6573724319353,390
genetics,total_years,2012-4,0.451368837873774,0.377098505662783,37,16.3961601211384,5.9792,41.5608,-210.540038089503,390
genetics,monsoonal,NEM,2.24657264503409,0.298055074612628,8,15.6708218003002,4.3529,38.7707,-35.1968241638115,390
genetics,monsoonal,SWM,-3.3878248145615,5,10,14.3025638275079,13.6365,26.7701,-66.1504520234623,390
simulation,annual,2012,-1.76062688257381,1.28694602881375,165324,4.34195302378329,3.2861,9.5876,-1262322.00391378,391
simulation,annual,2013,-1.87157215440238,1.36217964367861,144498,4.61474059294967,3.5525,10.0952,-1224074.83639574,391
simulation,annual,2014,-1.66946129819329,1.21548398130857,152621,4.19020572212459,3.1145,9.3405,-1101534.33045398,391
simulation,total_years,2012-4,-1.77446370224966,1.29070650108997,462443,4.39061088282615,3.3259,9.6904,-3589023.71473011,391
simulation,monsoonal,NEM,-1.72300286126516,1.25194692105541,439917,4.29236604673954,3.2208,9.5214,-3053487.98852294,391
simulation,monsoonal,SWM,-1.9819329622166,1.46914435635049,22526,4.85728035397446,3.8195,10.4962,-533940.36832441,391
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,3.35772819606332,2.1258,7.9934,-98.2839043396473,391
simulation_subsample,annual,2013,-2.36769705478791,4.6109643669362,14,5.17332278905364,4.9007,9.7384,-483.602694124885,391
simulation_subsample,annual,2014,-2.37238834958721,5,12,5.18102205569548,4.9397,9.6973,-484.495162009208,391
simulation_subsample,total_years,2012-4,-2.3721546101059,5,29,5.17981118780683,4.9386,9.6951,-1138.93051436788,391
simulation_subsample,monsoonal,NEM,-2.37565595344919,5,28,5.1979792730205,4.9559,9.7291,-1018.87127718334,391
simulation_subsample,monsoonal,SWM,-2.34640763835419,5,1,5.04814896053084,4.813,9.4486,-119.856277989086,391
genetics,annual,2012,-3.16960626847594,3.16541485716267,5,11.9297452124131,10.8648,23.2247,-27.4178277217069,391
genetics,annual,2013,-3.32288041910889,5,14,13.4032124644789,12.779,25.0868,-86.2395840044017,391
genetics,annual,2014,5.36946968891486,0.171303484754622,13,926.332877402092,98.5419,1810.2353,-70.2105375463799,391
genetics,total_years,2012-4,0.123917133561127,0.392500554576244,32,17.817829387357,6.7648,45.2187,-194.238998722592,391
genetics,monsoonal,NEM,-0.115186293416729,0.390545031553307,3,23.3134431987156,8.8077,59.1592,-16.4966119059145,391
genetics,monsoonal,SWM,-3.36510662884605,5,13,13.9812986249249,13.3302,26.1688,-81.8845721724603,391
simulation,annual,2012,-1.75046701568605,1.27932388455773,165985,4.32187504366864,3.2649,9.5526,-1259771.26921223,392
simulation,annual,2013,-1.87005400669599,1.36232902252411,144703,4.6073173861848,3.5469,10.0788,-1222998.13254967,392
simulation,annual,2014,-1.66842978259181,1.21378643988226,153032,4.19187764960801,3.1143,9.3464,-1100926.75108011,392
simulation,total_years,2012-4,-1.77036321915738,1.28772937622567,463720,4.38196774562119,3.317,9.675,-3584774.03165088,392
simulation,monsoonal,NEM,-1.71686411228035,1.24772747321737,441119,4.28014664496187,3.2082,9.4997,-3047032.91364765,392
simulation,monsoonal,SWM,-1.98454415545164,1.47159631548966,22601,4.86406434059342,3.8266,10.5081,-536034.798590092,392
simulation_subsample,annual,2012,-0.410522758392087,0.696500060430873,3,3.03304890884501,1.7731,7.3837,-96.7699447994434,392
simulation_subsample,annual,2013,-2.31718691318084,5,15,4.90277273053973,4.6744,9.1765,-453.06726394493,392
simulation_subsample,annual,2014,-2.31628210428432,5,11,4.89833866444925,4.6702,9.1682,-468.490645185299,392
simulation_subsample,total_years,2012-4,-2.32708145952641,5,29,4.95152423179958,4.7209,9.2678,-1121.37433982819,392
simulation_subsample,monsoonal,NEM,-2.32478714421685,5,27,4.94017689610947,4.7101,9.2465,-972.734039283258,392
simulation_subsample,monsoonal,SWM,-2.33953945126275,5,2,5.01359612250983,4.7801,9.384,-148.572710011237,392
genetics,annual,2012,-3.21678034436101,3.32092005222549,4,12.4247452666081,11.3834,24.0688,-22.4419171522236,392
genetics,annual,2013,-1.36669598883889,0.713333838302803,20,7.43551714289092,4.4045,18.0416,-106.696504328445,392
genetics,annual,2014,6.1730203863826,0.15,12,5984.49045298821,462.0977,10445.2409,-74.4660784684542,392
genetics,total_years,2012-4,-0.79394635805396,0.515636378893847,36,11.7035680554605,5.6254,29.447,-214.162194473397,392
genetics,monsoonal,NEM,-0.122862856207067,0.464439841785313,6,9.39516941285414,4.1564,23.7897,-27.4379429360981,392
genetics,monsoonal,SWM,-3.38720018854845,5,10,14.2936328636345,13.628,26.7534,-63.8866531862088,392
simulation,annual,2012,-1.75954898055628,1.28633295627623,165687,4.33918873575413,3.2835,9.5823,-1261451.84550511,393
simulation,annual,2013,-1.87400371059456,1.36395378895597,144928,4.62094633826678,3.5586,10.1066,-1225673.77015539,393
simulation,annual,2014,-1.67283341288255,1.2169128897988,152836,4.19931783752065,3.1224,9.359,-1101202.31723121,393
simulation,total_years,2012-4,-1.77602097353066,1.29156989165062,463451,4.39474917886893,3.3297,9.6984,-3589422.19400292,393
simulation,monsoonal,NEM,-1.72425812610837,1.25273556510819,440767,4.29513165838594,3.2235,9.5266,-3051363.48822936,393
simulation,monsoonal,SWM,-1.98449748303028,1.46963340831076,22684,4.8685748829654,3.8287,10.52,-536434.147374231,393
simulation_subsample,annual,2012,-0.438507778601728,0.710483206449512,3,2.96803112990088,1.7543,7.2057,-92.9217790143863,393
simulation_subsample,annual,2013,-2.33836967848795,5,18,5.00773478314788,4.7745,9.373,-457.61084207147,393
simulation_subsample,annual,2014,-2.32156937797473,5,12,4.92430610959741,4.695,9.2168,-471.21231723563,393
simulation_subsample,total_years,2012-4,-2.32902754547013,5,33,4.96116970592374,4.7301,9.2858,-1145.32780994521,393
simulation_subsample,monsoonal,NEM,-2.33463329385447,3.553851471858,31,5.10198722170909,4.7116,9.8177,-1019.21574731066,393
simulation_subsample,monsoonal,SWM,-2.29879824496807,5,2,4.8134411312703,4.5893,9.0093,-140.610629625473,393
genetics,annual,2012,-3.41562539624309,4.99832847404039,2,14.7059258397265,14.0207,27.5257,-13.139874161396,393
genetics,annual,2013,0.15283775753114,0.452200015744288,18,8.09509239891,3.5013,20.5196,-80.2504300068683,393
genetics,annual,2014,0.445897417258992,0.318555945850739,9,54.4915498207871,16.4551,136.1947,-58.2842804028365,393
genetics,total_years,2012-4,-0.18457903061679,0.426632746859926,29,15.2182731194703,6.2526,38.6312,-162.599769340782,393
genetics,monsoonal,NEM,-0.494642143180078,0.525732952636633,8,8.03852073620451,3.92,20.1946,-34.5626799483266,393
genetics,monsoonal,SWM,-3.4626811024017,4.43019403096702,4,15.4946077694578,14.6278,29.2555,-27.894659094706,393
simulation,annual,2012,-1.75321966788075,1.28032809226154,165936,4.33061213405879,3.2723,9.5707,-1260925.43581659,394
simulation,annual,2013,-1.87494960734882,1.36592386530415,144686,4.61975747766369,3.5592,10.1017,-1224055.85911383,394
simulation,annual,2014,-1.66999654854421,1.21592250402034,152525,4.19090392395182,3.1154,9.3415,-1101254.55204305,394
simulation,total_years,2012-4,-1.77345982425754,1.28989115196346,463147,4.3887589506645,3.3239,9.6873,-3587358.41336496,394
simulation,monsoonal,NEM,-1.72084308658151,1.25057443017636,440691,4.28767434149367,3.2161,9.5128,-3052407.75282035,394
simulation,monsoonal,SWM,-1.98703446249177,1.47234878175988,22456,4.87437951031187,3.8352,10.5295,-533260.057192597,394
simulation_subsample,annual,2012,-0.888965325629962,0.8228096369694,3,3.37288800117287,2.1488,8.0133,-97.2203233107084,394
simulation_subsample,annual,2013,-2.28092543791568,3.10707956411554,18,4.91900214470599,4.4692,9.5952,-489.643991179621,394
simulation_subsample,annual,2014,-2.32804906472998,5,12,4.95631767111628,4.7255,9.2768,-473.97035865899,394
simulation_subsample,total_years,2012-4,-2.33633163896635,3.77840893793296,33,5.08019360003728,4.7229,9.7203,-1165.17652495952,394
simulation_subsample,monsoonal,NEM,-2.33444409203774,3.6650021746157,32,5.08505116533186,4.712,9.7568,-1042.71995201218,394
simulation_subsample,monsoonal,SWM,-2.32296415063467,5,1,4.93117918920583,4.7015,9.2297,-118.734501801222,394
genetics,annual,2012,-3.41562539624309,4.99832847404039,2,14.7059258397265,14.0207,27.5257,-13.139874161396,394
genetics,annual,2013,-3.26321436913484,5,23,12.6268861800947,12.0388,23.6338,-125.166305434707,394
genetics,annual,2014,2.05103574498083,0.257294121952252,13,78.9870514041447,17.8632,188.942,-78.8450179377384,394
genetics,total_years,2012-4,-3.33479291143235,5,38,13.5638329256446,12.9321,25.3875,-228.191858673537,394
genetics,monsoonal,NEM,0.884608995392415,0.347402787702715,4,18.3521413520104,6.1302,46.2911,-19.0374421504857,394
genetics,monsoonal,SWM,-3.40954582658574,5,9,14.6166285421622,13.9359,27.358,-62.8624372578222,394
simulation,annual,2012,-1.75427916372534,1.28116275714995,165909,4.33256730709552,3.2745,9.574,-1262187.97804666,395
simulation,annual,2013,-1.86863408889688,1.35978654560737,144711,4.60798661216538,3.5455,10.0833,-1223956.45323207,395
simulation,annual,2014,-1.67211827252109,1.2162265849096,153454,4.19873278046141,3.1214,9.3586,-1101943.108537,395
simulation,total_years,2012-4,-1.77202059071726,1.28819765157577,464074,4.38776209025868,3.3218,9.6872,-3589116.95312367,395
simulation,monsoonal,NEM,-1.71801684497303,1.24785736214578,441703,4.28464771831358,3.2117,9.5095,-3050596.84405044,395
simulation,monsoonal,SWM,-1.98864880913995,1.47437102201961,22371,4.87739083931123,3.839,10.5337,-536773.976034851,395
simulation_subsample,annual,2012,-1.35522920588942,0.987964848730647,3,3.94571561473661,2.7219,9.1035,-102.368455197979,395
simulation_subsample,annual,2013,-2.3410162308928,5,16,5.02100556884993,4.7872,9.3978,-462.021649537291,395
simulation_subsample,annual,2014,-2.33744531813459,5,11,5.00310797040481,4.7701,9.3643,-472.561712552052,395
simulation_subsample,total_years,2012-4,-2.33439186460518,5,30,4.98785451242857,4.7556,9.3358,-1124.36918894215,395
simulation_subsample,monsoonal,NEM,-2.35542038427586,4.5870845362019,28,5.1114389543423,4.84,9.6256,-990.5169854555,395
simulation_subsample,monsoonal,SWM,-2.30654273446963,5,2,4.85086349709679,4.625,9.0794,-138.396544847223,395
genetics,annual,2012,-3.28369202251699,3.56623698904043,3,13.1749971797351,12.1717,25.3442,-16.01569451824,395
genetics,annual,2013,-3.27384175995346,5,24,12.7617926163557,12.1675,23.8863,-137.272303115977,395
genetics,annual,2014,2.39992053139451,0.222208264429158,8,314.745161518067,56.1448,714.806,-51.6231296861124,395
genetics,total_years,2012-4,-3.34687466050212,5,35,13.7287016975744,13.0893,25.696,-214.632739747269,395
genetics,monsoonal,NEM,6.92305494350157,0.15,4,2826.77557453998,218.2719,4933.8117,-17.6273915548978,395
genetics,monsoonal,SWM,-3.36252676737058,5,14,13.9452752988012,13.2958,26.1014,-90.0998950270156,395
simulation,annual,2012,-1.76331148602278,1.28880286762395,165512,4.34782860613269,3.292,9.5983,-1263220.58675956,396
simulation,annual,2013,-1.87160587062205,1.36286987488898,144900,4.6129415651216,3.5516,10.0904,-1223357.95774821,396
simulation,annual,2014,-1.67852325624493,1.22211287247109,152647,4.20501498072444,3.131,9.3651,-1102287.19424058,396
simulation,total_years,2012-4,-1.77786678969066,1.29363637383852,463059,4.39641074677366,3.3326,9.6996,-3589874.30718639,396
simulation,monsoonal,NEM,-1.72737792740776,1.25568047936151,440525,4.298770922395,3.2286,9.531,-3053124.15206103,396
simulation,monsoonal,SWM,-1.98376504122498,1.46925785901343,22534,4.86591307043629,3.8264,10.5147,-535173.499808919,396
simulation_subsample,annual,2012,-1.17063628180927,0.912308564273805,3,3.71209099631211,2.4778,8.6764,-103.457599297621,396
simulation_subsample,annual,2013,-2.33988317555652,3.64178812088082,16,5.11598034443862,4.7374,9.822,-490.33385072151,396
simulation_subsample,annual,2014,-2.31567221016187,5,13,4.89535210732243,4.6674,9.1626,-469.207138075223,396
simulation_subsample,total_years,2012-4,-2.33539326835683,3.42382671395341,32,5.12720846448278,4.7146,9.902,-1183.79853518143,396
simulation_subsample,monsoonal,NEM,-2.33379993971502,3.34045741220077,31,5.13441922270398,4.7074,9.9403,-1053.11680579945,396
simulation_subsample,monsoonal,SWM,-2.34902675314031,5,1,5.0613879717928,4.8257,9.4734,-127.577840509646,396
genetics,annual,2012,-3.02823416497584,2.46338224941147,5,10.8851988821097,9.5584,21.8175,-25.5240184429962,396
genetics,annual,2013,-1.00333501122647,0.582901797781746,15,9.22179625161848,4.8349,22.9438,-88.415709190707,396
genetics,annual,2014,2.08371091413195,0.248958268552853,9,109.527422361079,23.5544,259.4061,-50.6160759718436,396
genetics,total_years,2012-4,-0.540826602253266,0.465566555360067,29,14.1102354371642,6.255,35.725,-167.018168519564,396
genetics,monsoonal,NEM,-0.872656826114324,0.497010777293342,3,14.7255679639635,6.8811,37.1476,-16.3225935421416,396
genetics,monsoonal,SWM,-3.37516406863541,5,12,14.1226241894205,13.4649,26.4333,-75.8200872765619,396
simulation,annual,2012,-1.75891181963058,1.28523798821411,165273,4.33984842394825,3.2832,9.5851,-1262417.9139204,397
simulation,annual,2013,-1.87202815852648,1.36378510447492,144370,4.61230261426306,3.5518,10.0879,-1224189.01953594,397
simulation,annual,2014,-1.67801550783111,1.22090973425377,152893,4.20707827756233,3.1315,9.3712,-1102933.2930358,397
simulation,total_years,2012-4,-1.77655053162379,1.29243623202373,462536,4.39436867186752,3.3301,9.6965,-3590549.53448741,397
simulation,monsoonal,NEM,-1.724467700836,1.25334897605573,440150,4.29399333945068,3.2231,9.5233,-3052501.92049083,397
simulation,monsoonal,SWM,-1.98673186221688,1.47216037847386,22386,4.87335823322768,3.8343,10.5275,-536392.744789956,397
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,3.35772819606332,2.1258,7.9934,-98.2839043396473,397
simulation_subsample,annual,2013,-2.37034208949489,4.74980563967031,16,5.18030411203113,4.9193,9.7306,-475.372972973811,397
simulation_subsample,annual,2014,-2.31232872551545,5,13,4.87901190454345,4.6518,9.1321,-464.40006987273,397
simulation_subsample,total_years,2012-4,-2.35544011069596,4.58226921478369,32,5.11179341675764,4.8399,9.627,-1139.096316746,397
simulation_subsample,monsoonal,NEM,-2.35423721015677,4.37812870432111,32,5.11764462960978,4.8263,9.6715,-986.644796145702,397
simulation_subsample,monsoonal,SWM,-2.31094277704815,5,0,4.87225452924107,4.6453,9.1194,-149.797496863814,397
genetics,annual,2012,-3.39150387725208,4.77068946954787,2,14.3801143389807,13.6604,27.0029,-13.15456711529,397
genetics,annual,2013,-3.27789492046354,5,20,12.8136231780626,12.2169,23.9833,-108.336146102937,397
genetics,annual,2014,-3.34823958663082,5,16,13.7474531555008,13.1072,25.7311,-96.4004860092753,397
genetics,total_years,2012-4,-3.32924048516767,5,38,13.4887294396922,12.8605,25.2469,-220.758131735915,397
genetics,monsoonal,NEM,-3.04449800160882,2.43125095114105,5,11.1022013367826,9.7278,22.2897,-26.9087428111324,397
genetics,monsoonal,SWM,-3.39438623684842,5,9,14.396717541912,13.7262,26.9464,-63.1002062160702,397
simulation,annual,2012,-1.75194893652167,1.27982187617225,165519,4.32671036722931,3.269,9.5627,-1262105.27425454,398
simulation,annual,2013,-1.87347999294886,1.36409603666357,144836,4.61812492772932,3.5566,10.1003,-1224130.32303004,398
simulation,annual,2014,-1.67451382828574,1.21798397226458,152758,4.20260950583682,3.1258,9.365,-1102280.44336649,398
simulation,total_years,2012-4,-1.77366389108935,1.28966706203988,463113,4.39035762722268,3.3249,9.6911,-3589590.00924265,398
simulation,monsoonal,NEM,-1.7214166210087,1.25044583176427,440812,4.29056346407628,3.2182,9.5193,-3054527.12483757,398
simulation,monsoonal,SWM,-1.98463616114224,1.47091401034849,22301,4.86615474906674,3.8277,10.5134,-533417.436772034,398
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,3.35772819606332,2.1258,7.9934,-98.2839043396473,398
simulation_subsample,annual,2013,-2.32705288819188,3.0474230939114,16,5.16673550431536,4.6823,10.0996,-497.912208489282,398
simulation_subsample,annual,2014,-2.35017300380573,5,13,5.06719291744919,4.8312,9.4843,-482.309544226156,398
simulation_subsample,total_years,2012-4,-2.35697815132342,3.68660362681203,32,5.1979858484913,4.8198,9.9681,-1179.3980936494,398
simulation_subsample,monsoonal,NEM,-2.361776793581,3.58484179863675,32,5.23759239837336,4.8415,10.0704,-1041.43390875274,398
simulation_subsample,monsoonal,SWM,-2.30280416713128,5,0,4.83276207503997,4.6077,9.0455,-132.626310369213,398
genetics,annual,2012,-3.23720400358831,3.49226647878799,4,12.6051349442852,11.6175,24.2968,-23.7969915530102,398
genetics,annual,2013,-3.25350002780175,5,25,12.5048181629053,11.9224,23.4053,-128.360583103868,398
genetics,annual,2014,3.02232507285153,0.233141724027906,17,92.196312422577,17.8444,213.4528,-94.9500734755256,398
genetics,total_years,2012-4,-3.32155955167,5,46,13.3855202846426,12.7621,25.0537,-261.339472644688,398
genetics,monsoonal,NEM,2.95426510254241,0.232265644908079,3,103.340832001636,19.8767,238.9134,-14.7431038474735,398
genetics,monsoonal,SWM,-3.36145009300094,5,13,13.9302688582839,13.2815,26.0733,-81.7545524408719,398
simulation,annual,2012,-1.75066325807231,1.27882277459344,165684,4.32430746618068,3.2664,9.5586,-1261647.94340218,399
simulation,annual,2013,-1.87461277209693,1.36370856159985,145037,4.62445575808636,3.5611,10.1146,-1225104.29474833,399
simulation,annual,2014,-1.67238286366906,1.21785759797485,152693,4.19410675012536,3.1193,9.3462,-1100758.67978894,399
simulation,total_years,2012-4,-1.7728329938374,1.28904535231979,463414,4.38866228562139,3.3231,9.6881,-3588651.06563775,399
simulation,monsoonal,NEM,-1.71820862713396,1.24819720418288,441010,4.28433029431287,3.2117,9.5083,-3050610.97788996,399
simulation,monsoonal,SWM,-1.99173430884153,1.47763066173667,22404,4.88464867301122,3.847,10.5456,-536249.375648713,399
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,3.35772819606332,2.1258,7.9934,-98.2839043396473,399
simulation_subsample,annual,2013,-2.36947969703553,5,18,5.16597415783495,4.9254,9.6692,-472.046783460539,399
simulation_subsample,annual,2014,-2.33270438395279,5,13,4.97944470213365,4.7475,9.32,-479.811398862245,399
simulation_subsample,total_years,2012-4,-2.36577634523797,4.66024525000714,34,5.1609089746132,4.8933,9.7075,-1152.43147509367,399
simulation_subsample,monsoonal,NEM,-2.36480198082246,4.56708961680413,32,5.16068960492459,4.8848,9.7215,-1012.37902474207,399
simulation_subsample,monsoonal,SWM,-2.35327748486443,5,2,5.08294836547302,4.8462,9.5138,-139.465163537187,399
genetics,annual,2012,-3.32463413294997,4.36012606743889,3,13.5085494854064,12.7349,25.5372,-18.4927731549823,399
genetics,annual,2013,-3.29048025521722,5,19,12.9759059647631,12.3716,24.287,-112.363843907008,399
genetics,annual,2014,0.3124516685756,0.350701522829446,13,30.4393416246448,10.2748,76.8367,-81.2035578413752,399
genetics,total_years,2012-4,-3.34460457218774,5,35,13.6975716795928,13.0597,25.6378,-212.88038015725,399
genetics,monsoonal,NEM,2.48835931061579,0.280699277370112,6,21.2361260666936,5.4439,51.9246,-24.3175690187086,399
genetics,monsoonal,SWM,-3.35750191458616,5,14,13.8753781020188,13.2292,25.9706,-91.94611832034,399
simulation,annual,2012,-1.7526910157766,1.28070542603591,165324,4.32713299608512,3.27,9.5626,-1262058.705601,400
simulation,annual,2013,-1.87287674215379,1.36326778098651,144769,4.61768114008784,3.5556,10.1003,-1224969.73462182,400
simulation,annual,2014,-1.67317138350405,1.21661523984303,152420,4.20178603733967,3.124,9.3649,-1103252.30072949,400
simulation,total_years,2012-4,-1.77334432635072,1.28929280922043,462513,4.3901295316281,3.3244,9.6911,-3591364.50392703,400
simulation,monsoonal,NEM,-1.7199427624819,1.24921241281896,439990,4.28836412550818,3.2155,9.516,-3052745.40886707,400
simulation,monsoonal,SWM,-1.98730827859154,1.4739447213706,22523,4.87187891325624,3.8344,10.5222,-536913.073452933,400
simulation_subsample,annual,2012,-0.353292479167024,0.690662414524937,3,2.92656067712483,1.7028,7.1327,-94.0443746540449,400
simulation_subsample,annual,2013,-2.31659306869644,5,18,4.89986211030887,4.6717,9.1711,-444.275605901551,400
simulation_subsample,annual,2014,-2.32380431061357,5,12,4.93532390947961,4.7055,9.2375,-478.003139472647,400
