time_scale,time_id,k,theta,mdd,med,dist90,log_like,iteration
season,NEM,-1.251562458338,0.721597706168434,6.44450814465529,3.84,15.61,-559885.781636582,449
season,SWM,-1.42220499182945,0.609857823773393,12.1220966618023,6.55,30.01,-29100.286800106,449
annual,2012,-2.02770962497277,0.934264847789457,8.41557648248597,5.67,19.59,-50588.5868653724,450
annual,2013,-1.52511859559653,0.754901948665603,7.6306106980837,4.66,18.37,-180170.989337599,450
annual,2014,-0.689512880465497,0.63053031521825,5.26617344705687,2.9,12.99,-195770.595348396,450
interannual,2012-4,-1.19723163316853,0.696429746451655,6.66275687554596,3.89,16.22,-595574.409622444,450
season,NEM,-1.23875688827501,0.71822854088812,6.43467348117377,3.83,15.6,-561671.440835524,450
season,SWM,-1.48998126842556,0.628070235999136,11.8622099773889,6.52,29.26,-29581.4554943575,450
annual,2012,-2.04688553813364,0.941726061368803,8.47131008031114,5.73,19.7,-50001.6197975991,451
annual,2013,-1.61662764710822,0.785502864443132,7.67121699824902,4.78,18.35,-181014.908037762,451
annual,2014,-0.70306990385747,0.633136139906348,5.27359852826203,2.92,13,-193784.552349797,451
interannual,2012-4,-1.24073052093899,0.707233112613703,6.6955271221211,3.95,16.27,-592469.699806234,451
season,NEM,-1.28253791796943,0.729859900093214,6.46955811298789,3.88,15.65,-559195.230051198,451
season,SWM,-1.51866371390392,0.631228577987002,12.0273979078122,6.64,29.65,-28861.9413630987,451
annual,2012,-2.05442593588751,0.946915643939217,8.46239963924802,5.74,19.66,-50609.5043480177,452
annual,2013,-1.54460258369483,0.759759003468918,7.67042434318317,4.7,18.44,-178280.870640119,452
annual,2014,-0.690109030094975,0.630708477323604,5.2649178602178,2.9,12.98,-195402.277246069,452
interannual,2012-4,-1.20842968964824,0.698889567563333,6.67794648328381,3.91,16.25,-591943.562927167,452
season,NEM,-1.25572228460047,0.722586547369402,6.45015051309833,3.85,15.62,-558573.347220279,452
season,SWM,-1.4050998204386,0.604869918051814,12.2265335129394,6.57,30.3,-28945.0093611255,452
annual,2012,-2.08234738744777,0.962633346218185,8.48476408252897,5.79,19.66,-50544.4053078759,453
annual,2013,-1.56565262761152,0.768294409296513,7.64374884345303,4.71,18.35,-180205.572142588,453
annual,2014,-0.699669259120706,0.632560784693681,5.26975412323066,2.91,12.99,-194723.547318255,453
interannual,2012-4,-1.21877158267082,0.701800037151348,6.67720816464854,3.92,16.24,-593349.703637038,453
season,NEM,-1.26632076539151,0.725627163324648,6.45382781436305,3.86,15.62,-560008.140592788,453
season,SWM,-1.41390881438761,0.6086046319554,12.0991715625435,6.52,29.96,-28973.9252522688,453
annual,2012,-2.08461170500382,0.963415812557826,8.49354295731103,5.8,19.68,-50578.6504140631,454
annual,2013,-1.53625474493104,0.758589828221988,7.63268789169224,4.67,18.36,-180569.578303974,454
annual,2014,-0.726751583242087,0.637485539950618,5.29306132831086,2.94,13.03,-194887.251841097,454
interannual,2012-4,-1.23960797845717,0.707038606162064,6.69257517127368,3.95,16.26,-594421.38924587,454
season,NEM,-1.28152339269173,0.729631834866765,6.46776562383849,3.88,15.64,-560704.640783157,454
season,SWM,-1.51155383976124,0.631478737073447,11.928241912112,6.58,29.41,-29349.0862581638,454
annual,2012,-2.04578529428393,0.937865698680199,8.51694955914032,5.75,19.82,-49463.7752390413,455
annual,2013,-1.49125550899353,0.744660015425368,7.60801819835704,4.61,18.35,-179239.091279553,455
annual,2014,-0.660462568513593,0.624912013670385,5.25342797570566,2.88,12.97,-195860.899882274,455
interannual,2012-4,-1.1747430925101,0.690716456396591,6.65306367915078,3.87,16.21,-593993.342202183,455
season,NEM,-1.22412238762658,0.71443184373436,6.42334591641157,3.81,15.58,-561356.912169702,455
season,SWM,-1.27626870094343,0.575668267583191,12.6346547056314,6.57,31.48,-28150.0921668659,455
annual,2012,-2.06360129612681,0.955586022250308,8.42097764819955,5.73,19.54,-51079.9234978743,456
annual,2013,-1.53503632998333,0.758678459209492,7.62141632609899,4.66,18.33,-181100.288639731,456
annual,2014,-0.696923775624063,0.630847723883485,5.29746498326332,2.92,13.06,-193981.46338958,456
interannual,2012-4,-1.22505047438843,0.70357198520098,6.67700216408571,3.93,16.23,-595024.3753431,456
season,NEM,-1.2724976858838,0.727601541476388,6.45203630711289,3.86,15.61,-561491.468101613,456
season,SWM,-1.40081778262541,0.604502852934209,12.1975798852759,6.55,30.23,-29087.6208849236,456
annual,2012,-2.04695636274653,0.944523069619324,8.43263507495391,5.71,19.6,-50915.6653874016,457
annual,2013,-1.53816384304119,0.759847693293748,7.61922475041933,4.67,18.32,-180006.405578911,457
annual,2014,-0.682389074517767,0.628682100701176,5.27444452264745,2.9,13.01,-195973.772523426,457
interannual,2012-4,-1.19353737478246,0.695375853217075,6.66377255414171,3.89,16.23,-594689.991841683,457
season,NEM,-1.24044204871184,0.718715018277662,6.43498442070014,3.83,15.6,-561688.761617244,457
season,SWM,-1.37659376299477,0.597734306839219,12.3392238886011,6.58,30.62,-28541.6310421314,457
annual,2012,-2.10573981551176,0.973483956239878,8.54065798831162,5.86,19.75,-50234.6719102368,458
annual,2013,-1.52532900615646,0.756349121682078,7.59962500403781,4.64,18.29,-181093.046138757,458
annual,2014,-0.686920349669599,0.629888797520596,5.26837305102126,2.9,12.99,-194684.498461683,458
interannual,2012-4,-1.21914752726375,0.702039334306334,6.67401360997393,3.92,16.23,-594979.391788388,458
season,NEM,-1.26137901240027,0.724666683435586,6.44231460212404,3.85,15.6,-561514.324523829,458
season,SWM,-1.5149641171128,0.628088265405531,12.1612569773162,6.69,30,-28899.6064187126,458
annual,2012,-2.0688565214741,0.955902127408668,8.46105704396634,5.76,19.63,-51051.0271484961,459
annual,2013,-1.57881083981565,0.773989179824719,7.62218991332902,4.71,18.28,-181410.254991921,459
annual,2014,-0.687206407915032,0.629628767489068,5.27632572052702,2.91,13.01,-194780.771665565,459
interannual,2012-4,-1.23204478032698,0.705346737908091,6.68177821806541,3.93,16.24,-595451.463842444,459
season,NEM,-1.28045113512065,0.72956000171775,6.46233581238464,3.87,15.63,-561607.75523092,459
season,SWM,-1.33755057583501,0.594544721842547,12.0727476285148,6.41,29.97,-29552.1193065811,459
annual,2012,-2.00849802959639,0.922233044145312,8.42933035803906,5.65,19.67,-50382.0693208842,460
annual,2013,-1.54532252390409,0.759739619542044,7.67638246298288,4.7,18.46,-178568.672457352,460
annual,2014,-0.731576404792989,0.637976216019765,5.30678996286692,2.95,13.07,-195248.109317807,460
interannual,2012-4,-1.2272632919396,0.703017347677922,6.70499373476486,3.94,16.3,-591696.524691002,460
season,NEM,-1.27395531035836,0.726727707882094,6.47989675496405,3.88,15.68,-558305.115200446,460
season,SWM,-1.36840404745087,0.598033656898748,12.2189735271909,6.52,30.32,-29064.5570062314,460
annual,2012,-2.08194973472549,0.963624849795181,8.46818374915345,5.78,19.62,-50715.8070759131,461
annual,2013,-1.56397816318554,0.768910227637812,7.61767100306991,4.69,18.28,-181300.493123744,461
annual,2014,-0.719938060106607,0.635895380051046,5.29548489909412,2.94,13.04,-194206.760596358,461
interannual,2012-4,-1.23274034297625,0.705360316465039,6.68610724379084,3.94,16.25,-594542.286114243,461
season,NEM,-1.27798384368031,0.728902115532358,6.46016321645946,3.87,15.63,-561643.274810405,461
season,SWM,-1.42448501227019,0.606840767279755,12.339210068765,6.64,30.56,-28399.0766543198,461
annual,2012,-2.08947879525017,0.967686574285521,8.47825929623504,5.8,19.63,-50747.8146734325,462
annual,2013,-1.52058046478028,0.754962948625844,7.59468715425262,4.64,18.28,-181424.529258352,462
annual,2014,-0.636527868577209,0.619067900020666,5.2766468793219,2.88,13.04,-192676.320119399,462
interannual,2012-4,-1.20533445333531,0.69846307196174,6.66757551558627,3.9,16.23,-594247.423170221,462
season,NEM,-1.25022581104389,0.721470153328489,6.43863271513497,3.84,15.6,-560405.391916683,462
season,SWM,-1.45190784717892,0.617336525798116,12.0275284519766,6.54,29.73,-29419.0614057965,462
annual,2012,-2.06155372260144,0.949494007418992,8.48701528129627,5.76,19.71,-50434.8386438232,463
annual,2013,-1.52695317175022,0.756239275126003,7.61444541807297,4.65,18.32,-180651.381415752,463
annual,2014,-0.738898813175425,0.639577594842924,5.3071085042428,2.95,13.06,-194950.811508758,463
interannual,2012-4,-1.24335464425616,0.707880264727321,6.69793730355864,3.95,16.27,-594941.396078197,463
season,NEM,-1.28986535491217,0.731911478179702,6.47421996431811,3.89,15.65,-561753.919450032,463
season,SWM,-1.42973696326822,0.609538118113612,12.2336741731318,6.6,30.29,-28734.5562900266,463
annual,2012,-2.06909560657562,0.954548189165943,8.48150649280366,5.77,19.68,-50084.3910835795,464
annual,2013,-1.59822130330349,0.778692245623226,7.67141650129252,4.76,18.38,-180253.223069269,464
annual,2014,-0.679216567318226,0.628880953035548,5.25280625183333,2.89,12.96,-194348.395049156,464
interannual,2012-4,-1.2215565510747,0.702418334197371,6.68107312836104,3.92,16.25,-593444.585277215,464
season,NEM,-1.27001117526681,0.726544815367595,6.45824945263377,3.86,15.63,-560215.680603101,464
season,SWM,-1.37209886141705,0.598344096086358,12.2438532459702,6.53,30.38,-28844.4799981559,464
annual,2012,-2.08407870053891,0.962299716500166,8.50393282970816,5.8,19.7,-50220.074793114,465
annual,2013,-1.54570575949845,0.76108875535563,7.64924064176687,4.69,18.39,-178845.536297593,465
annual,2014,-0.667176386644962,0.626211616786947,5.25606060890559,2.89,12.97,-196374.301685644,465
interannual,2012-4,-1.20787529445246,0.698888250554259,6.67427702350365,3.91,16.24,-593942.094422371,465
season,NEM,-1.25332363371513,0.721945599615569,6.4484034225113,3.84,15.62,-560550.633925987,465
season,SWM,-1.44702684819886,0.616053670506453,12.0452959214645,6.55,29.78,-29034.4830161931,465
annual,2012,-2.06223694600556,0.956717733471085,8.3942614809063,5.72,19.47,-51505.8509696319,466
annual,2013,-1.50713269062051,0.749360883458332,7.61990376881543,4.63,18.36,-180293.440620501,466
annual,2014,-0.675521285900391,0.626821889896395,5.2847243652434,2.9,13.04,-193958.361935606,466
interannual,2012-4,-1.21155175485223,0.699471984747471,6.68477177979142,3.92,16.26,-594159.589224026,466
season,NEM,-1.25895382899876,0.72318622718876,6.45818692701433,3.85,15.64,-560760.092099572,466
season,SWM,-1.42921252422032,0.610863406184816,12.1450698056549,6.56,30.06,-29013.2962628903,466
annual,2012,-2.07138323462999,0.959235729911508,8.43745266064819,5.75,19.56,-50719.1480084184,467
annual,2013,-1.52474461205846,0.75419947862654,7.64367687169406,4.66,18.4,-180400.667301621,467
annual,2014,-0.676654261095084,0.627951763278464,5.26242276613766,2.89,12.98,-195805.912297035,467
interannual,2012-4,-1.20950213685775,0.69927598934208,6.67579851192011,3.91,16.24,-593965.045871368,467
season,NEM,-1.25435211638789,0.722372689844088,6.44588990711469,3.84,15.61,-560585.280597739,467
season,SWM,-1.4404791840935,0.61198033256659,12.2134067817352,6.61,30.22,-28899.5805772013,467
annual,2012,-2.00493513921956,0.926527143974906,8.33641552727254,5.6,19.44,-51565.4169923004,468
annual,2013,-1.55182890060569,0.764142451068334,7.62864807407093,4.69,18.33,-180462.268268181,468
annual,2014,-0.68477691601443,0.629737037978058,5.26084352053752,2.9,12.97,-195050.862873204,468
interannual,2012-4,-1.20345088629914,0.698168795828386,6.66211772582869,3.9,16.21,-594873.642107759,468
season,NEM,-1.24950214990557,0.721449364477807,6.43442032320959,3.83,15.59,-561805.091977996,468
season,SWM,-1.38966872480011,0.600998830571033,12.286239767764,6.57,30.47,-28597.5747546525,468
annual,2012,-2.10614430216526,0.975180501774576,8.52204520775608,5.85,19.7,-50260.944939466,469
annual,2013,-1.56174452822683,0.767673385942502,7.62735762027443,4.7,18.31,-180901.479503375,469
annual,2014,-0.740421364780647,0.641300538227315,5.2740949940939,2.94,12.98,-196627.418255865,469
interannual,2012-4,-1.24041118676356,0.708047466811395,6.67435130672582,3.94,16.21,-597227.342908046,469
season,NEM,-1.28568313980162,0.731560180078088,6.45447642307611,3.88,15.61,-563558.607974955,469
season,SWM,-1.4419286526065,0.616957421538084,11.9304510303116,6.49,29.5,-29317.1696444723,469
annual,2012,-2.00873654796791,0.92116772077673,8.4472086367944,5.66,19.71,-50187.2156655894,470
annual,2013,-1.51819284355938,0.753511040519281,7.60932933692124,4.64,18.32,-180467.940988193,470
annual,2014,-0.678209148033988,0.627812182627759,5.27409703218021,2.9,13.01,-194515.534319389,470
interannual,2012-4,-1.2079780357974,0.698737945577513,6.67858700561362,3.91,16.25,-593570.209508275,470
season,NEM,-1.2555312081007,0.722531594912825,6.45009349448875,3.85,15.62,-560856.435054039,470
season,SWM,-1.41242579067598,0.603440345621881,12.4086522677942,6.66,30.76,-28211.7436086327,470
annual,2012,-2.09343219356577,0.966874470986196,8.52259214410079,5.83,19.73,-50151.5334540148,471
annual,2013,-1.55898156030221,0.766111845502135,7.64019952224365,4.7,18.35,-179082.7341385,471
annual,2014,-0.680984096755931,0.628602890743307,5.26900953408275,2.9,13,-196364.673294312,471
interannual,2012-4,-1.22635099000205,0.703623923036853,6.68445906454092,3.93,16.25,-593763.728222476,471
season,NEM,-1.27159254452129,0.727335126789623,6.45179884192741,3.86,15.61,-560958.619663443,471
season,SWM,-1.46957675066017,0.612606572121984,12.5343405464894,6.79,31.01,-28107.6813305828,471
annual,2012,-2.05695171391983,0.949338730632865,8.45018935037632,5.74,19.62,-50503.3372397233,472
annual,2013,-1.52242925264753,0.754990192872696,7.60812679480759,4.64,18.31,-180015.974034462,472
annual,2014,-0.686660644736367,0.629639106941206,5.27319045814149,2.91,13.01,-194724.410561982,472
interannual,2012-4,-1.20309230620284,0.697789336206117,6.66888969146519,3.9,16.23,-593685.518459789,472
season,NEM,-1.2480265358986,0.720783273809976,6.43921335470867,3.84,15.6,-560817.771427303,472
season,SWM,-1.44769624649317,0.61181776984012,12.3119812260832,6.66,30.47,-28357.2248899083,472
annual,2012,-1.99856888858898,0.920416926922399,8.37287159266011,5.61,19.54,-51505.0694530885,473
annual,2013,-1.58600988118583,0.775955287014818,7.63554887167557,4.73,18.3,-180935.756788728,473
annual,2014,-0.644609245081037,0.621646268825058,5.25291981666343,2.87,12.98,-194437.761095404,473
interannual,2012-4,-1.20854148890486,0.699693108097505,6.65937393719654,3.9,16.2,-596452.765877468,473
season,NEM,-1.25158776851787,0.721987799541505,6.43631688389664,3.84,15.59,-561993.257365651,473
season,SWM,-1.41500209549638,0.614526932543087,11.7547648046549,6.38,29.07,-30232.2288559778,473
annual,2012,-2.03210804226517,0.933654009752282,8.46147904272654,5.7,19.7,-50262.5146245879,474
annual,2013,-1.52741462986753,0.754798381193925,7.65049980267864,4.67,18.41,-179201.191752183,474
annual,2014,-0.711720907808577,0.633740167435475,5.30455577454859,2.93,13.07,-193032.981231974,474
interannual,2012-4,-1.20736011050395,0.698078189087444,6.69040677313755,3.92,16.28,-590586.801372429,474
season,NEM,-1.25296863817377,0.721214242374686,6.46182227516691,3.85,15.65,-557195.56236068,474
season,SWM,-1.4028742628265,0.605633232491603,12.1510794542602,6.53,30.11,-29047.9414510106,474
annual,2012,-2.02432417761756,0.930031298188752,8.44819195251539,5.69,19.68,-50365.6620293248,475
annual,2013,-1.55534759510221,0.764721456534829,7.64282587444449,4.7,18.36,-180895.15647496,475
annual,2014,-0.711859728577226,0.63481769137438,5.27896621983344,2.92,13.01,-194743.688482823,475
interannual,2012-4,-1.22756377630677,0.703839528461434,6.68745398007586,3.93,16.26,-594772.412774722,475
season,NEM,-1.27644276845986,0.728087487936975,6.46730250568627,3.87,15.65,-561214.230835772,475
season,SWM,-1.35955415480182,0.598301530751514,12.0939691236768,6.45,30,-29267.1239945519,475
annual,2012,-2.06049391634029,0.951260755214167,8.45367443314856,5.74,19.63,-50783.0242277632,476
annual,2013,-1.49730927312201,0.745311523802051,7.63893754717334,4.63,18.42,-178715.339561144,476
annual,2014,-0.703647025864466,0.633041498509435,5.27895987942257,2.92,13.01,-195029.724482305,476
interannual,2012-4,-1.21578535731826,0.700191502819161,6.69577568302236,3.93,16.29,-591193.179399249,476
season,NEM,-1.26284406405342,0.723965636774986,6.46668363471478,3.86,15.66,-558154.866390375,476
season,SWM,-1.43599889238027,0.609056473624199,12.3408457510325,6.66,30.56,-28572.1201977833,476
annual,2012,-2.05413763938917,0.94934734218339,8.42632483568278,5.72,19.57,-50868.9731314979,477
annual,2013,-1.55074358639937,0.762765139400947,7.65065818336011,4.7,18.39,-179255.324227015,477
annual,2014,-0.674770636984382,0.627245904164126,5.27012859677457,2.9,13,-194825.613050829,477
interannual,2012-4,-1.21383645995727,0.700385042001058,6.67809477320033,3.92,16.24,-594017.106009549,477
season,NEM,-1.26037219649977,0.72393201704674,6.45143430696893,3.85,15.62,-560484.427890233,477
season,SWM,-1.3834058134973,0.600267987120261,12.2568742011749,6.55,30.4,-29106.9799736287,477
annual,2012,-2.06879479028429,0.959979375005549,8.40571482200079,5.73,19.49,-51496.8360472786,478
annual,2013,-1.55367005077977,0.763380427684975,7.65947909499157,4.7,18.4,-179228.965264482,478
annual,2014,-0.737448872803538,0.6398014872833,5.29406029493291,2.95,13.03,-195321.655314127,478
interannual,2012-4,-1.23481447165417,0.705624371950269,6.69375622898953,3.94,16.27,-592895.020145013,478
season,NEM,-1.28201161779999,0.729692451371545,6.46965559556008,3.88,15.65,-559895.090443919,478
season,SWM,-1.39938246552762,0.602716584528166,12.2944042499404,6.59,30.48,-28562.2458777769,478
annual,2012,-2.04241396126222,0.938851972674028,8.47420113110115,5.73,19.72,-50343.4173124192,479
annual,2013,-1.53798824757372,0.760697388139811,7.59906865365156,4.66,18.27,-181688.65972361,479
annual,2014,-0.738749596343152,0.639366195823757,5.31139235286621,2.95,13.08,-194681.812635704,479
interannual,2012-4,-1.22359888674545,0.70303068306997,6.68015205035222,3.93,16.24,-594066.531519894,479
season,NEM,-1.26826972069889,0.726234811983242,6.45355467615306,3.86,15.62,-560714.357705996,479
season,SWM,-1.43107337062624,0.610304734827781,12.202280087218,6.59,30.21,-28901.5811108145,479
annual,2012,-2.04231573530267,0.944697407173947,8.39117242300276,5.68,19.5,-51374.3257638743,480
annual,2013,-1.5321440526476,0.758202390008695,7.61000880873769,4.66,18.3,-181142.755691084,480
annual,2014,-0.67277403099438,0.625858507397475,5.29447751315631,2.91,13.07,-193034.42641522,480
interannual,2012-4,-1.21012358920781,0.699580166995311,6.67263096702777,3.91,16.23,-594683.695619067,480
season,NEM,-1.25169490019903,0.721681249772327,6.44357044970411,3.84,15.61,-561475.632316463,480
season,SWM,-1.50241670020494,0.626490128111534,12.1010825132382,6.65,29.86,-28762.1220403652,480
annual,2012,-2.05622186733028,0.94394322624718,8.51930807719075,5.77,19.8,-49331.9811890771,481
annual,2013,-1.53271558979696,0.756497518157608,7.65261835492481,4.68,18.41,-179795.524996261,481
annual,2014,-0.724748885627159,0.637200004102702,5.28935533787947,2.94,13.03,-193978.196502441,481
interannual,2012-4,-1.23033450229435,0.704094962638605,6.69994015590824,3.94,16.29,-590537.152849634,481
season,NEM,-1.27248955893361,0.726806918868829,6.4687313868348,3.87,15.65,-557624.435898276,481
season,SWM,-1.56476949077627,0.639090682114814,12.1474722953006,6.75,29.91,-28394.1760626392,481
annual,2012,-2.04190516792124,0.942275230873012,8.42151373782182,5.7,19.58,-50488.9460773555,482
annual,2013,-1.57373898745829,0.771096062543377,7.64516619865821,4.72,18.34,-181637.967207212,482
annual,2014,-0.684057986892183,0.62912917253154,5.27212524074998,2.9,13,-195005.081288422,482
interannual,2012-4,-1.21642415756149,0.701402049414456,6.67103700835545,3.92,16.22,-596068.703741271,482
season,NEM,-1.26586440800513,0.725923212061166,6.44462446024777,3.85,15.6,-563063.510918039,482
season,SWM,-1.324091589415,0.586123166836849,12.4792211229175,6.57,31.03,-28473.8786498878,482
annual,2012,-2.04841712402731,0.944444178793716,8.44606482892465,5.72,19.63,-50591.0894227371,483
annual,2013,-1.54181787868052,0.76325244769937,7.57202496585456,4.65,18.2,-182262.389882217,483
annual,2014,-0.714726476730222,0.635611056986436,5.27483777694021,2.92,12.99,-195555.213546361,483
interannual,2012-4,-1.21510369169476,0.701477457383933,6.66043713275744,3.91,16.2,-595701.297284049,483
season,NEM,-1.260650489431,0.724791329519683,6.43498275113393,3.84,15.58,-562278.583565465,483
season,SWM,-1.42997356818931,0.61172204051411,12.1015584048621,6.55,29.95,-28977.1551839338,483
annual,2012,-2.0700985923771,0.956018085318853,8.46999817109925,5.77,19.65,-50341.4757682742,484
annual,2013,-1.6067153512713,0.782209944626459,7.6631514784124,4.76,18.35,-180591.099669357,484
annual,2014,-0.671776553391051,0.626959208821845,5.26153480395742,2.89,12.98,-195871.316309582,484
interannual,2012-4,-1.21488856255764,0.700674760415739,6.67817714524098,3.92,16.24,-593829.373166557,484
season,NEM,-1.25542670302415,0.722430223745657,6.45158854730995,3.85,15.63,-560129.781031071,484
season,SWM,-1.53724023936459,0.638544415456598,11.8469304560573,6.58,29.17,-29386.6640533141,484
annual,2012,-2.03896870203743,0.935045550993061,8.49956704436515,5.73,19.79,-49925.1769221958,485
annual,2013,-1.53025829714297,0.755183974930079,7.66352422586916,4.68,18.44,-178540.098451675,485
annual,2014,-0.710080318267904,0.633922083367648,5.29140655902688,2.93,13.04,-194587.112422538,485
interannual,2012-4,-1.20833064002407,0.698332165859524,6.69074989409078,3.92,16.28,-591174.039107827,485
season,NEM,-1.25555357396564,0.721954803651217,6.46260133510367,3.85,15.65,-558372.967307519,485
season,SWM,-1.3905450936278,0.599832730191836,12.3732464348888,6.61,30.69,-28376.5440798968,485
annual,2012,-2.06853223212234,0.955762455917471,8.46020839710899,5.76,19.63,-50866.5879812616,486
annual,2013,-1.52174346093612,0.753824700129733,7.62926832167564,4.65,18.37,-179848.515323322,486
annual,2014,-0.691262488169224,0.630782719522904,5.2691622770254,2.91,12.99,-194643.721483975,486
interannual,2012-4,-1.19653628745042,0.69596115061175,6.66951092330658,3.9,16.24,-594002.641932098,486
season,NEM,-1.23829001000836,0.717905785620903,6.43866841636105,3.83,15.61,-560969.810277289,486
season,SWM,-1.505672757253,0.626639473595441,12.1319187519582,6.66,29.94,-28586.9643927371,486
annual,2012,-2.02188256145363,0.92815345687995,8.4549844532972,5.69,19.71,-50370.8895836219,487
annual,2013,-1.55270300910679,0.764201418649698,7.63402591656746,4.69,18.34,-180313.023156045,487
annual,2014,-0.686526442881793,0.6295014723417,5.27589767656016,2.91,13.01,-194705.091004582,487
interannual,2012-4,-1.21368617726424,0.700119351453927,6.68346756093801,3.92,16.26,-592720.464863917,487
season,NEM,-1.26191768162941,0.724128066872178,6.45723484369935,3.86,15.63,-560169.339563962,487
season,SWM,-1.39064745531453,0.599498791840025,12.3965025684005,6.62,30.75,-28099.9029173868,487
annual,2012,-2.01983421533824,0.927424447014122,8.44836003250145,5.68,19.69,-50244.5502267633,488
annual,2013,-1.53614662660963,0.757426878583167,7.65794110908864,4.68,18.42,-179342.067782885,488
annual,2014,-0.699098517195541,0.632127177038238,5.27738266186635,2.91,13.01,-194396.757458367,488
interannual,2012-4,-1.20377068304576,0.697243897327516,6.68663589643489,3.91,16.28,-591383.219197624,488
season,NEM,-1.24592959301547,0.719374477885907,6.45608185199131,3.84,15.65,-558293.856134799,488
season,SWM,-1.49651137927411,0.625312807515885,12.0976369315718,6.64,29.86,-28702.8717177938,488
annual,2012,-2.0470147730988,0.9422762599904,8.46463996403401,5.73,19.68,-50738.6309567163,489
annual,2013,-1.52279500677094,0.753604488171257,7.64230240784894,4.66,18.4,-179213.59338204,489
annual,2014,-0.667264796422057,0.625810064063766,5.26660738633724,2.89,13,-194858.95894092,489
interannual,2012-4,-1.20413295363323,0.697655748504811,6.67906755940037,3.91,16.26,-593296.918326953,489
season,NEM,-1.25146702981234,0.721384288584005,6.44847273723095,3.84,15.62,-560544.281363516,489
season,SWM,-1.42636946086951,0.606008868809105,12.41576002585,6.68,30.76,-28217.1305934358,489
annual,2012,-2.03234149415935,0.936402293774715,8.42401685474169,5.69,19.61,-50510.6369489578,490
annual,2013,-1.53224105186595,0.757208987895963,7.6329790861726,4.67,18.36,-180304.169446645,490
annual,2014,-0.718853035459121,0.636499807677338,5.27511389873673,2.93,12.99,-194767.27923531,490
interannual,2012-4,-1.21019003843726,0.699583714321521,6.67298912523148,3.91,16.24,-593612.658004338,490
season,NEM,-1.25314426118115,0.722020395148206,6.44564461197969,3.84,15.61,-560292.534687292,490
season,SWM,-1.44211634831583,0.614498750621027,12.0795486873457,6.55,29.88,-28938.899046207,490
annual,2012,-2.06942951326494,0.954076923516747,8.49078043631114,5.78,19.7,-50588.4396245909,491
annual,2013,-1.57482717024633,0.772587825812767,7.62158916600159,4.71,18.28,-181877.11523223,491
annual,2014,-0.710581171152812,0.634197823171253,5.28731654489278,2.93,13.03,-193936.050769856,491
interannual,2012-4,-1.21812754562691,0.701719380909145,6.67483242781944,3.92,16.23,-594261.594901808,491
season,NEM,-1.25735800276618,0.723207361130108,6.44743813140469,3.85,15.61,-560557.91625488,491
season,SWM,-1.53589097466549,0.637766487696214,11.8728725301445,6.59,29.24,-29349.4002446062,491
annual,2012,-2.0775152924689,0.957568004572184,8.51192440455365,5.8,19.74,-49814.303961435,492
annual,2013,-1.5279205649215,0.755219946539627,7.64481548658618,4.67,18.4,-179356.775533534,492
annual,2014,-0.685007146954068,0.629672578139791,5.26364988053315,2.9,12.98,-194638.640803259,492
interannual,2012-4,-1.21706000581915,0.700507002408694,6.69672394184497,3.93,16.29,-590019.060145047,492
season,NEM,-1.25742774746392,0.722458707038722,6.46390054439854,3.86,15.66,-556832.889901942,492
season,SWM,-1.57025150003144,0.641200860584087,12.0985405316927,6.74,29.77,-28713.9225012623,492
annual,2012,-2.04656174290786,0.943018354544338,8.45036776707083,5.72,19.65,-50862.4643484675,493
annual,2013,-1.52041699997114,0.75360665846533,7.62410128567154,4.65,18.35,-180097.254769137,493
annual,2014,-0.675067944969193,0.627049353279907,5.27661987485297,2.9,13.02,-194046.440333328,493
interannual,2012-4,-1.19999445186129,0.696627792462906,6.67637351065975,3.9,16.25,-592603.168561673,493
season,NEM,-1.24606715055683,0.719900775123095,6.44559315883093,3.84,15.62,-559836.251316222,493
season,SWM,-1.43103733801241,0.607056016147195,12.4065441893634,6.68,30.73,-28247.0332271673,493
annual,2012,-2.02601090160659,0.932935507727609,8.42037113507163,5.67,19.61,-50559.4199161328,494
annual,2013,-1.54452469779827,0.76094377093807,7.64342871790181,4.69,18.37,-180056.085217715,494
annual,2014,-0.654035082557411,0.623708975129452,5.25002893371467,2.88,12.96,-194869.938259876,494
interannual,2012-4,-1.19728124913871,0.696326207395195,6.66560164596575,3.9,16.23,-593532.792154892,494
season,NEM,-1.24725888409228,0.720625236261434,6.43766745583966,3.83,15.6,-560668.706487777,494
season,SWM,-1.35370513744905,0.591564035026252,12.4709169498509,6.6,30.98,-28360.0569960143,494
annual,2012,-2.04883918474466,0.947201698865982,8.41129960452595,5.7,19.54,-51224.8960894959,495
annual,2013,-1.57357741518844,0.768883708951347,7.69172377982871,4.74,18.46,-178401.638955906,495
annual,2014,-0.67728539793317,0.626752126032424,5.29581266476005,2.91,13.07,-193831.854739298,495
interannual,2012-4,-1.23146196730006,0.703825150998,6.71391612643521,3.95,16.32,-590049.39207111,495
season,NEM,-1.27843896877538,0.727729535486488,6.48777854668966,3.88,15.7,-556898.888180452,495
season,SWM,-1.47558167934429,0.62017478866034,12.1450836200846,6.63,30.01,-28788.1247016255,495
annual,2012,-2.04868455504562,0.946171211318456,8.42426623730869,5.71,19.57,-50405.438691147,496
annual,2013,-1.51683978046497,0.751804086530879,7.63788567358279,4.65,18.39,-179355.251495876,496
